KodKlienta;I;II;III;IV;V;VI;VII;VIII;IX;X;XI;XII
0478401OCH;2;2;2;2;2;3;5;4;2;3;1;1
0478503ZOL;7;6;4;10;10;13;13;11;8;7;6;7
0478603OCH;4;4;7;7;10;11;12;10;8;9;3;7
0478703BIE;5;4;7;7;6;9;14;10;8;6;6;6
0478803SRO;3;6;5;8;8;9;12;11;10;6;7;6
0478904TAR;4;8;8;13;13;17;17;12;11;11;5;4
0479007WAW;13;14;14;19;18;22;36;22;21;19;10;8
0479102PRA;3;2;3;5;5;7;8;6;5;6;3;3
0479204ZOL;10;8;10;8;12;16;20;17;13;8;6;6
0479301BIA;1;2;2;2;3;4;4;4;3;3;2;1
0479403WIL;4;4;7;8;8;10;12;12;10;7;7;6
0479505OCH;11;6;10;14;11;20;26;19;12;11;10;7
0479604WES;10;9;10;10;10;12;18;16;12;12;5;4
0479704MOK;6;6;5;8;9;15;17;18;11;8;8;6
0479801TAR;1;2;1;3;2;3;5;4;2;2;1;2
0479903URY;7;3;5;10;6;10;16;13;10;7;3;4
0480002URU;2;2;3;6;4;8;10;7;6;5;4;3
0480102BIA;2;4;2;6;4;6;9;6;6;4;4;2
0480202REM;3;3;2;6;6;6;9;6;6;6;4;4
0480301MOK;1;1;2;2;2;3;4;3;2;2;1;2
0480402WLO;4;4;4;4;5;7;9;6;6;6;2;4
0480506URU;8;14;12;20;12;23;25;21;12;14;8;12
0480602REM;3;4;3;5;6;8;9;8;4;4;2;2
0480704BEM;9;7;8;9;13;17;19;13;8;13;9;6
0480803BEM;3;3;7;7;10;11;12;11;6;6;4;7
0480904WES;9;8;6;13;10;17;16;15;12;13;6;8
0481002WOL;3;4;4;4;4;7;8;7;4;5;2;4
0481101URU;1;1;1;2;2;4;5;4;2;3;2;2
0481204WAW;6;4;9;8;9;16;21;13;12;9;5;8
0481304WOL;9;7;7;10;9;15;18;18;8;12;7;9
0481407TAR;8;7;9;18;18;28;36;25;22;16;15;8
0481502REM;2;4;3;5;5;7;8;8;4;5;4;2
0481603PRA;5;5;3;9;7;10;12;10;10;6;7;3
0481706REM;14;6;6;14;20;22;28;23;16;20;7;11
0481803SRO;6;6;6;9;9;12;12;12;9;7;4;6
0481906BIE;8;10;13;16;12;24;30;23;19;14;10;14
0482002PRA;3;3;3;6;6;6;10;7;5;5;4;4
0482102OCH;4;3;3;5;5;8;9;7;4;5;3;2
0482204WOL;4;7;7;14;11;13;20;14;11;13;8;5
0482302TAR;4;3;4;6;4;6;10;8;6;5;3;3
0482403WAW;7;5;7;10;6;13;14;10;6;9;5;5
0482503WLO;4;5;5;6;7;9;16;12;9;8;4;6
0482605WES;7;7;8;12;14;16;23;17;10;16;11;7
0482702BIE;3;2;4;6;6;8;10;7;4;5;3;3
0482804MOK;7;8;4;10;13;15;21;16;10;9;9;5
0482902WAW;3;2;3;4;4;7;8;7;6;5;3;2
0483004WAW;4;4;7;8;10;12;20;17;9;13;5;8
0483102WOL;4;4;3;5;4;6;8;8;5;5;4;3
0483203BEM;3;3;7;9;9;10;14;12;9;7;4;3
0483302BIE;4;2;3;5;6;7;9;6;5;4;3;3
0483407URY;12;10;12;16;19;29;32;28;17;14;15;8
0483503PRA;4;4;7;6;10;9;13;9;8;8;3;7
0483601OCH;1;2;1;2;3;4;4;3;2;3;1;1
0483704BEM;5;9;10;8;12;12;20;13;13;10;9;4
0483803ZOL;5;5;5;8;7;10;15;10;9;6;5;7
0483904REM;7;8;10;11;8;16;17;16;10;8;10;10
0484002MOK;3;3;3;5;5;6;8;8;5;5;3;2
0484104TAR;5;5;8;10;8;18;22;18;14;9;10;5
0484201BIE;2;1;1;3;2;3;4;4;3;3;1;2
0484303ZOL;7;7;5;7;10;9;16;13;6;8;7;6
0484403BIA;6;3;4;7;10;10;13;11;8;7;6;5
0484503WES;4;3;4;6;10;13;12;10;6;10;6;6
0484603PRA;6;6;7;8;6;13;15;12;10;10;4;4
0484704URU;10;8;4;10;8;17;19;12;8;9;10;8
0484807URY;11;9;9;18;14;29;30;21;17;22;8;11
0484906ZOL;11;10;14;17;15;26;29;19;19;19;9;11
0485003BEM;5;6;3;9;6;10;12;10;6;7;4;5
0485103OCH;6;5;5;6;7;11;14;13;9;9;4;4
0485205ZOL;6;6;12;15;16;18;26;21;10;11;9;12
0485305BIA;10;7;9;15;10;16;22;21;16;15;12;12
0485402WIL;2;3;3;6;6;8;8;6;4;6;3;4
0485503WES;7;5;3;6;10;9;14;11;6;8;6;4
0485603BIA;4;4;7;7;9;10;15;12;9;10;4;3
0485703WIL;4;4;4;6;9;13;15;10;8;6;6;3
0485803WES;3;5;3;6;10;12;13;12;9;8;4;5
0485902SRO;2;2;2;4;4;7;10;6;4;4;2;4
0486007TAR;13;11;9;16;21;23;35;25;20;21;15;13
0486102SRO;2;4;4;4;4;8;10;7;6;4;4;3
0486202WIL;4;3;2;5;6;7;9;8;5;6;2;2
0486305WES;5;8;10;16;17;16;25;22;13;16;11;9
0486405SRO;10;6;7;13;16;19;21;20;17;12;12;12
0486503REM;3;4;5;7;9;11;15;11;6;7;3;7
0486603WIL;6;3;4;9;9;9;12;10;10;10;7;5
0486705BIE;12;7;8;12;13;20;23;17;12;13;12;11
0486804WAW;4;7;8;12;14;15;17;18;11;8;4;7
0486901WLO;2;2;2;2;2;3;5;3;3;3;1;1
0487002WAW;3;4;4;4;4;7;8;7;5;5;2;3
0487103SRO;6;4;6;7;7;9;13;9;8;9;5;6
0487204WES;5;6;4;10;14;17;21;17;13;8;6;10
0487304MOK;4;7;5;9;13;14;16;12;14;11;10;9
0487404WLO;4;7;5;11;9;12;20;16;9;12;5;10
0487505BIE;11;8;6;13;10;22;23;16;10;15;6;8
0487604SRO;9;7;4;14;9;14;17;17;9;14;8;10
0487701WLO;1;2;2;2;3;4;5;3;2;3;1;2
0487804WAW;8;5;4;10;10;16;21;16;13;8;8;9
0487904BIA;6;10;6;12;13;16;16;15;9;13;4;10
0488003WIL;7;4;6;8;7;11;15;9;8;10;4;7
0488106SRO;10;9;13;12;20;24;26;25;15;17;7;8
0488203OCH;7;4;5;6;10;11;14;12;8;6;7;5
0488302OCH;4;3;2;5;4;8;10;6;6;6;3;4
0488404TAR;4;9;8;8;10;14;18;15;11;11;9;5
0488501WLO;2;1;2;3;3;3;4;4;2;2;2;1
0488602ZOL;2;3;4;4;5;8;9;8;4;6;4;3
0488703PRA;3;5;3;6;10;9;14;9;9;6;3;6
0488803BIE;7;3;7;9;10;11;16;9;10;6;3;5
0488902REM;3;3;4;6;4;7;9;8;5;6;3;3
0489002TAR;2;3;4;4;5;7;8;8;5;5;2;2
0489104BEM;7;8;10;8;12;18;20;14;11;11;4;10
0489202WIL;2;4;2;6;6;6;10;6;6;5;4;4
0489303BIA;7;7;7;7;8;13;14;9;8;9;6;5
0489403REM;3;3;4;8;10;12;13;11;8;8;4;3
0489502BIA;2;4;2;5;6;8;8;6;4;6;2;2
0489603WLO;4;4;4;10;9;9;14;13;7;10;7;3
0489701TAR;2;1;1;2;2;4;4;4;3;2;2;1
0489804URU;5;9;9;13;8;15;18;13;8;12;9;5
0489904MOK;6;10;5;11;13;13;16;14;8;8;10;4
0490004URU;10;7;4;8;13;12;20;17;12;13;9;6
0490105WOL;6;8;10;10;15;21;27;15;17;10;7;11
0490203URU;7;3;4;7;7;11;16;9;9;8;6;5
0490303REM;7;5;5;9;7;10;13;13;7;6;6;7
0490401REM;1;1;2;2;2;3;5;4;2;2;1;1
0490504WAW;5;10;9;10;10;16;20;17;8;11;4;8
0490603SRO;5;5;5;9;7;9;16;9;6;7;6;6
0490704ZOL;9;4;4;8;9;12;19;13;10;14;9;9
0490803MOK;3;3;7;7;8;12;15;13;10;7;6;3
0490904BIA;8;10;5;12;13;13;20;14;14;12;7;8
0491001URY;1;2;1;3;3;3;5;3;3;3;2;2
0491107WLO;8;10;10;15;19;29;36;24;15;19;13;10
0491205WAW;12;8;7;16;17;21;27;20;10;10;9;10
0491301WES;2;2;1;3;3;4;4;4;2;2;2;2
0491404WIL;9;9;8;12;13;13;22;14;9;11;8;5
0491501URU;1;2;2;2;2;3;5;4;2;3;1;2
0491603SRO;4;5;4;8;6;11;12;13;7;7;4;5
0491703OCH;4;5;7;7;8;11;16;10;6;10;5;5
0491803SRO;6;7;7;6;8;9;16;12;6;10;4;3
0491903BEM;5;6;5;10;10;13;14;9;8;10;7;7
0492003URY;6;3;4;10;8;9;13;10;10;10;3;3
0492102REM;4;2;3;6;4;8;9;8;6;5;4;2
0492204WOL;5;5;8;10;13;13;18;16;11;13;8;9
0492303WOL;5;5;4;8;6;9;14;9;7;7;5;3
0492403PRA;5;5;5;6;10;11;13;11;9;8;7;3
0492502BIE;2;3;2;4;6;7;10;6;5;5;2;4
0492601TAR;2;1;1;2;3;4;5;3;3;3;1;1
0492702REM;3;2;3;5;4;8;8;6;6;6;3;2
0492807WAW;10;15;7;21;20;29;32;24;21;17;10;9
0492904WOL;9;4;7;14;10;12;21;13;12;9;6;7
0493002WES;3;3;3;6;6;8;8;8;6;5;2;3
0493106REM;12;14;6;19;13;19;28;19;19;13;11;6
0493204URU;7;8;10;9;9;15;19;15;8;13;7;9
0493303WLO;3;4;3;9;9;12;14;9;8;8;5;3
0493404PRA;7;10;5;8;9;17;17;14;14;12;4;6
0493501BIA;1;1;2;3;2;3;4;4;2;2;2;1
0493603WAW;3;3;3;8;8;9;12;13;8;9;7;3
0493702BIE;4;3;4;5;4;6;9;7;6;5;4;2
0493804WIL;10;9;4;9;14;16;18;16;13;8;5;9
0493904WLO;9;7;4;9;10;16;16;18;11;12;5;4
0494003BIA;5;4;6;7;6;9;12;12;7;7;3;7
0494103MOK;3;6;6;8;10;9;16;9;7;10;6;6
0494203OCH;3;3;6;9;9;11;13;12;9;8;5;5
0494303BIE;7;7;5;10;8;11;16;10;10;9;6;3
0494404BEM;8;7;7;14;13;16;21;13;12;13;6;9
0494503MOK;7;3;4;8;9;13;15;9;10;9;3;7
0494602WIL;4;2;4;6;4;7;9;8;5;6;3;3
0494705URU;6;10;10;11;16;21;22;16;13;15;6;8
0494803MOK;4;3;3;7;6;13;14;13;9;6;7;7
0494902REM;2;4;4;5;4;6;9;6;6;5;2;4
0495003WES;7;7;4;9;8;13;16;10;8;10;7;3
0495104URU;9;5;7;8;9;16;21;12;12;12;9;9
0495203WOL;6;5;4;8;8;9;13;9;10;9;6;3
0495304BIE;8;8;10;9;14;14;18;16;8;12;4;9
0495404URU;9;5;9;13;10;12;19;17;12;14;9;10
0495504WLO;9;4;4;14;9;17;16;17;12;11;5;9
0495604TAR;7;8;6;8;12;13;17;15;11;14;10;7
0495704WOL;4;8;4;11;10;17;21;14;12;14;9;9
0495802ZOL;2;2;2;6;4;6;10;6;5;6;2;3
0495905WIL;6;5;8;15;10;21;25;15;15;11;7;5
0496003WLO;3;3;6;7;7;10;13;9;8;9;5;5
0496102ZOL;4;2;3;4;6;6;9;7;4;5;4;4
0496202BEM;4;2;2;4;4;6;8;7;5;6;2;4
0496304BIE;9;10;6;12;9;13;20;16;10;10;8;9
0496404REM;10;5;5;9;8;14;17;14;8;12;9;10
0496503TAR;3;6;4;7;6;12;15;9;10;7;7;4
0496604REM;9;9;8;11;8;13;21;12;11;11;6;6
0496703WLO;3;4;7;10;7;12;12;11;9;8;4;4
0496803ZOL;7;3;4;10;7;9;14;13;7;8;7;3
0496902WAW;3;2;3;6;5;6;8;7;6;4;2;2
0497002REM;3;2;3;5;6;6;10;7;5;6;2;4
0497104SRO;4;8;10;12;8;17;22;15;13;9;4;6
0497202REM;3;3;2;4;6;6;8;6;6;6;3;4
0497302WIL;4;2;3;5;4;7;8;8;5;6;3;3
0497405PRA;8;8;8;17;11;19;21;18;10;17;6;7
0497505SRO;10;10;12;16;13;21;27;15;14;15;7;11
0497601URY;1;2;2;3;2;4;4;3;2;3;1;2
0497704URY;10;8;6;10;13;16;16;14;13;9;10;4
0497804URY;5;6;6;13;10;15;20;17;14;14;9;8
0497901URU;2;2;2;3;2;4;5;3;3;3;1;1
0498004WES;8;8;6;13;14;18;16;13;9;14;8;10
0498104WOL;10;4;4;11;12;13;21;17;8;10;10;10
0498207PRA;13;13;12;21;16;28;33;22;20;19;13;9
0498303MOK;4;6;5;9;8;13;12;11;7;9;5;3
0498402BIE;2;4;4;5;5;6;9;6;4;5;4;4
0498504BIE;6;6;7;11;12;12;21;14;13;10;8;8
0498604WES;4;9;5;11;13;14;19;15;14;14;4;5
0498702MOK;2;4;3;6;5;8;8;7;4;6;4;4
0498804WLO;8;5;5;10;10;14;22;16;13;14;9;7
0498903BIA;7;7;6;6;7;10;15;13;8;8;4;7
0499005OCH;11;12;10;10;12;16;23;20;16;12;12;8
0499103WAW;5;5;6;8;6;12;16;11;10;8;5;5
0499201WLO;1;1;2;3;2;3;5;3;2;2;1;1
0499304MOK;10;8;5;14;14;18;20;13;12;12;7;7
0499403WES;4;4;5;6;6;9;15;12;8;10;7;6
0499503PRA;3;7;5;10;10;11;15;11;9;9;6;3
0499602MOK;3;2;3;4;4;7;10;7;4;6;2;3
0499703WOL;7;5;5;7;6;9;14;11;6;6;3;4
0499801MOK;1;1;2;2;3;4;5;3;3;3;2;2
0499902ZOL;3;3;3;4;4;8;10;7;5;6;3;2
0500003PRA;5;7;5;6;9;11;16;10;8;8;6;6
0500104WIL;9;6;10;12;9;15;16;15;11;9;9;7
0500203TAR;4;6;3;6;7;11;16;11;8;8;6;4
0500306BIA;12;6;11;20;16;20;25;26;12;12;10;13
0500402BIA;4;3;4;6;6;6;9;6;5;6;4;4
0500503WES;4;3;5;9;6;11;14;10;6;9;5;3
0500602ZOL;3;2;2;5;6;7;9;6;5;6;2;2
0500704REM;7;5;10;8;10;15;18;17;13;14;6;9
0500804WLO;9;9;9;14;10;16;20;16;14;12;7;8
0500904URY;8;8;6;10;13;13;20;14;9;14;5;6
0501004PRA;5;9;10;12;14;16;20;14;14;14;4;10
0501103WLO;6;3;7;9;10;9;16;9;10;10;5;5
0501201URY;2;2;2;2;3;3;4;4;3;3;1;2
0501304OCH;8;5;7;11;14;12;21;13;11;13;10;10
0501405WAW;9;10;6;16;10;17;22;21;17;17;5;7
0501504SRO;8;9;6;11;14;12;21;16;9;10;9;6
0501604WLO;8;5;8;8;11;15;18;15;12;12;10;4
0501706BEM;14;10;11;15;16;25;24;25;15;20;11;7
0501803SRO;4;5;3;6;9;12;16;11;6;9;7;5
0501901WES;1;2;2;3;2;3;5;4;2;3;1;1
0502004WES;4;7;6;10;11;15;16;16;12;9;7;5
0502104PRA;9;7;9;11;14;15;19;17;12;10;7;9
0502203BEM;6;7;6;8;10;13;12;12;6;10;6;3
0502303BEM;7;4;5;6;9;11;16;13;8;8;6;3
0502403SRO;7;6;6;9;7;11;12;11;10;9;7;6
0502502TAR;3;4;2;4;6;7;8;7;4;4;4;2
0502603URY;5;3;5;8;6;12;15;12;7;6;6;5
0502702SRO;4;3;2;5;5;7;8;7;6;4;3;2
0502803WOL;4;6;5;7;6;10;16;12;8;8;6;7
0502902WLO;2;3;4;6;4;6;9;8;5;6;3;2
0503005TAR;12;9;12;17;10;22;24;18;15;11;6;12
0503102URY;3;4;3;4;5;8;10;6;5;5;4;2
0503203WOL;7;7;3;10;6;9;15;10;6;7;3;6
0503303WIL;6;7;7;9;6;13;12;13;8;9;7;4
0503401WIL;1;1;1;2;2;3;5;3;3;3;1;1
0503502BEM;2;3;4;6;5;7;9;6;4;6;3;4
0503603BIE;7;5;3;7;6;13;15;13;7;8;6;5
0503704WOL;6;8;4;14;12;12;16;12;10;8;7;8
0503804REM;9;4;8;12;12;16;20;14;12;14;8;4
0503901WLO;2;1;2;3;2;4;5;4;2;2;1;2
0504006WIL;6;10;9;14;18;24;32;26;18;19;13;12
0504104WOL;4;10;6;11;10;13;22;14;13;14;4;4
0504204WIL;5;7;8;8;8;18;20;12;9;14;6;8
0504301WLO;1;2;1;2;2;4;5;4;2;3;2;2
0504403WOL;3;6;5;8;6;12;15;13;9;9;3;4
0504503BEM;3;4;4;6;7;10;16;9;6;8;6;7
0504604WOL;7;5;4;14;13;15;21;15;10;13;8;10
0504704WOL;7;5;8;13;10;18;18;13;13;11;6;4
0504802WOL;3;4;4;6;5;8;8;6;5;5;2;3
0504903BEM;3;7;3;6;10;12;13;11;10;7;7;3
0505002BIA;3;4;4;4;5;8;10;7;5;5;4;4
0505103PRA;5;6;3;8;7;9;14;12;10;8;3;3
0505207ZOL;7;11;10;18;18;21;36;23;14;16;11;8
0505304WIL;4;7;9;10;11;15;18;17;9;14;4;10
0505403WLO;7;5;6;7;10;13;14;10;6;9;3;5
0505503ZOL;6;3;6;6;6;9;16;12;6;9;7;6
0505604ZOL;8;9;6;8;10;14;20;12;9;9;7;7
0505703WLO;6;3;7;9;9;9;14;9;8;6;6;4
0505807TAR;7;13;12;22;14;29;36;29;17;18;12;14
0505901WOL;2;2;2;3;3;3;5;3;3;2;1;1
0506001URU;2;1;1;3;3;3;4;3;3;3;2;2
0506104TAR;7;4;5;11;9;14;18;18;14;9;5;6
0506203TAR;3;5;6;7;10;12;15;9;9;8;3;7
0506302URU;3;3;2;5;6;7;10;8;5;4;4;2
0506402BIA;4;2;3;4;6;7;8;6;4;4;3;2
0506504WIL;8;7;4;13;11;16;22;12;14;10;6;4
0506603PRA;7;6;7;6;7;11;14;12;6;9;4;7
0506704MOK;6;6;8;13;12;17;22;12;9;11;10;6
0506801OCH;2;2;2;2;3;3;4;4;2;2;1;2
0506904WAW;4;5;7;14;13;14;20;18;8;8;5;9
0507003WES;4;4;4;6;7;11;16;9;10;7;3;7
0507106WES;8;6;13;16;12;24;28;20;15;18;8;14
0507202URY;4;3;3;6;4;6;10;6;5;4;3;4
0507303URU;7;4;5;9;10;12;12;12;7;6;4;7
0507403MOK;5;4;7;6;9;12;12;11;7;8;3;4
0507504SRO;8;6;7;11;9;13;19;14;12;8;5;6
0507603WAW;6;4;7;9;9;13;12;11;7;9;3;6
0507702TAR;4;3;2;6;4;8;8;7;4;4;4;3
0507804URU;8;7;9;13;13;12;20;17;11;13;8;6
0507901SRO;1;1;1;3;3;4;4;4;3;2;1;2
0508003URU;7;8;7;8;11;14;19;13;9;8;7;9
0508104MOK;10;5;10;8;13;16;22;12;8;14;10;8
0508203BIE;3;5;6;9;6;12;13;11;6;6;7;4
0508304WES;10;7;10;10;11;13;17;16;13;13;5;4
0508404URY;10;10;9;14;13;12;18;12;13;9;9;6
0508502WLO;2;3;3;4;6;7;10;6;6;4;3;2
0508602OCH;3;4;2;5;5;8;9;7;4;5;4;2
0508702SRO;4;2;4;4;4;8;10;6;6;6;4;4
0508806TAR;6;9;12;13;12;21;28;23;19;20;8;6
0508903URU;3;3;4;7;7;10;13;11;6;8;5;6
0509002BIA;3;3;4;5;5;7;9;7;6;4;2;3
0509103WIL;5;5;3;9;7;9;15;12;9;6;5;3
0509203URY;5;4;6;8;6;10;16;10;6;8;5;4
0509304WAW;7;6;7;12;12;14;19;18;12;10;4;7
0509403WAW;3;5;5;10;7;13;15;10;8;10;4;6
0509503PRA;6;5;7;8;8;9;12;11;6;10;3;6
0509601WIL;1;2;1;3;3;3;5;3;2;3;2;2
0509703WAW;3;6;4;9;9;12;15;13;8;10;3;7
0509801WAW;2;1;2;2;2;4;4;4;2;3;1;1
0509904BEM;7;8;9;13;12;14;19;15;11;12;4;9
0510001URY;2;1;1;2;3;3;4;4;2;3;2;2
0510102PRA;3;4;3;6;4;8;9;6;6;6;4;3
0510203WIL;5;6;7;10;10;13;15;9;8;8;7;4
0510304BEM;8;7;7;11;13;18;21;12;11;9;5;9
0510404ZOL;4;10;10;14;9;16;18;12;12;9;6;6
0510501WES;1;1;2;2;3;3;4;3;3;2;2;1
0510603REM;4;5;7;7;10;10;15;11;10;10;7;4
0510705WAW;10;5;12;13;12;15;25;21;15;16;6;6
0510801REM;2;2;2;3;3;3;4;3;3;3;1;2
0510903PRA;3;7;7;6;9;13;14;12;8;8;3;6
0511004PRA;4;10;7;9;11;17;18;13;14;13;9;9
0511102WOL;3;2;2;4;5;6;8;6;4;6;4;2
0511203REM;6;5;6;8;7;13;12;11;9;7;5;3
0511302PRA;3;2;3;5;5;6;9;7;4;5;2;3
0511405PRA;9;11;5;16;17;20;20;22;11;15;5;6
0511503WES;6;6;4;9;9;13;14;9;8;9;3;5
0511603ZOL;6;6;3;9;9;11;14;11;8;6;3;6
0511704WES;8;9;10;12;14;13;18;17;9;8;7;10
0511803REM;6;6;4;9;9;11;16;10;7;9;3;5
0511902ZOL;3;2;3;5;4;8;8;7;5;5;3;3
0512003REM;3;3;5;8;9;12;14;12;10;9;7;6
0512101REM;1;2;2;2;2;4;4;3;2;2;1;1
0512206WIL;9;8;8;15;14;22;25;21;20;16;7;12
0512301TAR;2;2;2;3;3;4;5;3;3;3;1;2
0512401WAW;1;2;1;3;2;4;5;3;3;2;2;2
0512503OCH;5;7;4;6;7;10;16;9;7;8;6;5
0512606MOK;9;12;6;12;12;18;28;26;15;15;13;9
0512707REM;8;8;14;15;18;23;34;25;14;15;13;9
0512801REM;2;1;2;2;2;3;4;3;2;3;1;2
0512904BIE;7;8;6;8;11;13;20;13;9;14;4;4
0513004WES;8;7;8;8;9;18;21;18;13;11;7;5
0513104SRO;9;6;5;8;11;12;19;13;10;13;8;5
0513204ZOL;8;9;9;12;12;16;19;15;9;13;10;6
0513303PRA;4;3;4;6;7;9;15;12;10;10;3;5
0513404BIA;4;6;10;12;8;15;21;14;12;9;6;10
0513503WIL;3;5;6;9;8;11;16;10;7;10;7;6
0513601BIE;2;1;2;3;2;4;4;3;2;3;1;2
0513702WLO;2;3;3;5;4;8;9;7;5;6;2;4
0513804WES;6;7;9;8;12;14;20;16;8;11;6;7
0513903WIL;3;6;7;7;6;10;12;11;8;10;7;3
0514004PRA;9;9;8;12;11;15;17;15;10;9;9;10
0514102ZOL;4;4;4;5;5;6;10;6;6;5;3;2
0514205BEM;5;11;8;15;16;19;22;19;12;10;5;10
0514303URY;6;7;7;6;10;12;14;9;6;7;6;3
0514403URU;6;6;3;9;7;12;16;11;6;7;6;4
0514504WOL;4;7;9;13;12;17;20;13;14;8;10;9
0514605PRA;8;8;11;17;11;16;22;19;17;16;9;11
0514704WIL;9;5;7;10;14;14;17;13;14;13;10;10
0514802ZOL;2;4;3;6;5;6;8;8;5;4;3;3
0514901MOK;2;1;2;3;3;3;4;3;3;3;1;2
0515002OCH;2;2;2;4;6;7;8;6;6;5;3;3
0515103MOK;6;6;3;10;6;11;15;10;10;8;5;5
0515202TAR;3;4;4;6;4;6;8;6;4;5;4;4
0515303REM;4;3;5;7;6;10;15;10;7;8;6;5
0515404BEM;7;9;5;9;8;17;18;15;9;9;5;8
0515503WES;3;3;4;8;9;9;13;12;8;6;7;5
0515602WOL;2;4;4;4;5;8;8;8;5;5;3;2
0515703WLO;7;6;6;10;7;9;14;13;10;8;6;6
0515803URU;7;7;5;8;7;10;16;9;10;8;5;3
0515904TAR;9;10;10;13;8;13;18;17;13;13;6;10
0516005BIA;10;10;7;12;12;20;22;19;16;11;12;12
0516103REM;5;4;7;6;7;9;14;13;7;7;6;4
0516202WOL;2;2;2;6;5;7;10;6;6;5;2;3
0516303WLO;3;5;4;8;10;10;14;9;8;8;4;5
0516403WAW;4;3;7;10;7;10;15;9;7;7;3;3
0516504TAR;7;7;6;8;10;17;21;17;13;12;7;4
0516603WIL;5;5;7;6;9;10;15;9;9;6;5;7
0516702PRA;3;2;3;4;4;7;8;8;5;4;3;4
0516803WLO;4;5;7;6;9;13;12;13;9;10;7;4
0516904WIL;5;9;4;12;9;12;19;12;14;13;8;6
0517003WIL;3;6;6;7;10;13;14;12;8;8;7;6
0517105BIA;10;10;9;12;14;22;20;17;10;14;9;10
0517206WLO;12;7;11;20;19;21;27;23;18;17;13;12
0517306REM;8;11;14;19;13;22;25;22;16;15;12;12
0517404PRA;8;7;7;10;10;18;16;13;14;11;10;4
0517503WLO;7;6;7;6;8;10;13;12;6;8;5;7
0517604URU;7;9;4;14;11;15;21;17;10;8;9;8
0517702WES;3;4;2;6;4;7;10;6;6;6;2;3
0517802SRO;3;4;2;5;6;7;10;8;4;4;4;4
0517903WOL;3;7;5;8;6;12;14;12;10;6;7;5
0518003PRA;4;4;7;8;7;12;12;10;9;7;6;3
0518102BEM;3;3;2;5;5;8;9;7;6;5;3;3
0518207OCH;10;10;12;14;21;22;30;27;20;18;13;8
0518303WLO;4;3;6;8;10;9;12;11;9;8;4;5
0518404SRO;10;4;6;10;11;12;22;16;10;11;9;5
0518501ZOL;1;1;2;2;3;3;4;4;2;3;2;1
0518605SRO;7;9;7;15;15;22;23;22;11;16;9;9
0518707BIA;11;11;14;20;18;23;33;24;15;14;13;13
0518805WAW;10;6;8;11;15;18;23;22;17;17;12;11
0518907WES;13;8;10;22;21;21;28;25;19;17;9;15
0519003URY;4;5;5;6;6;10;16;10;10;6;6;7
0519103MOK;7;4;3;6;7;11;13;11;9;8;5;6
0519205PRA;9;5;10;13;15;21;20;20;12;17;8;12
0519303BEM;6;6;5;7;8;13;15;10;9;8;6;5
0519402MOK;3;4;4;4;6;7;10;6;4;5;3;2
0519502PRA;3;4;3;6;5;6;10;6;6;6;2;3
0519603OCH;3;6;7;10;7;13;13;9;8;6;3;7
0519703REM;7;7;5;8;9;13;16;10;9;9;5;5
0519803URU;3;3;5;9;7;11;14;10;10;6;7;7
0519903BIA;7;7;6;9;6;12;14;11;8;10;5;5
0520004BEM;4;5;5;12;9;15;22;13;10;13;9;10
0520103WOL;4;6;3;8;10;11;14;12;9;6;3;3
0520201URU;2;2;2;2;3;4;4;3;3;3;2;2
0520303WOL;3;7;5;7;9;11;12;9;6;8;3;7
0520404WLO;9;4;5;13;14;13;17;14;14;8;6;9
0520503WOL;5;4;4;9;10;13;12;9;6;8;5;5
0520602WLO;4;2;2;6;6;7;10;6;6;6;2;2
0520702WES;3;4;4;5;5;8;9;8;6;6;3;3
0520804TAR;7;5;9;11;9;14;21;13;8;14;10;8
0520902WAW;2;2;4;6;5;7;9;6;5;4;2;3
0521003TAR;5;3;6;9;9;10;14;13;10;9;3;6
0521102WES;4;4;3;5;5;8;10;7;5;6;2;2
0521202MOK;2;4;3;6;4;8;10;6;4;5;3;2
0521304SRO;10;4;4;10;13;15;19;14;11;14;6;6
0521403PRA;7;5;4;7;7;12;16;13;7;10;3;6
0521501WIL;2;1;2;2;3;3;5;4;2;2;1;2
0521604URU;6;10;6;14;13;17;22;17;11;10;9;7
0521702OCH;4;2;4;6;5;8;8;8;6;6;4;3
0521801WAW;1;2;1;2;3;4;4;4;2;2;1;1
0521901SRO;1;1;2;3;3;3;5;3;2;2;1;1
0522004WES;4;8;10;11;9;15;20;14;11;8;8;7
0522104MOK;4;8;10;9;8;15;17;12;8;11;7;5
0522202URY;3;3;4;5;4;7;10;6;5;5;2;4
0522305BIA;11;12;5;11;11;18;24;17;12;10;5;9
0522407MOK;11;9;13;18;16;28;36;21;15;22;14;15
0522504URY;8;8;6;12;11;12;21;13;13;11;4;7
0522601URU;2;1;2;3;2;3;4;3;3;2;2;2
0522703WIL;7;6;5;7;8;11;12;13;7;8;5;3
0522802WAW;2;2;3;5;6;6;9;6;4;4;3;4
0522903ZOL;3;3;7;7;8;10;13;12;9;9;3;5
0523004SRO;10;7;8;14;14;15;18;13;13;12;8;10
0523101WIL;1;1;1;3;3;3;4;3;2;3;2;2
0523202BEM;2;2;2;4;5;8;10;7;4;4;3;2
0523302BIA;4;2;3;6;5;6;9;7;5;6;3;4
0523406BIA;10;10;10;16;14;20;26;22;17;15;11;10
0523506OCH;13;12;14;12;19;19;24;22;14;14;10;13
0523602WAW;4;4;4;4;4;7;10;6;4;5;4;3
